27.313258187,0.641529,-0.0996063,0.259192,-0.648119,0.32901,0.622571,0.29,1
27.320195412,0.64153,-0.0996094,0.259195,-0.64812,0.329008,0.62257,0.290001,1
27.325557590,0.64153,-0.0996075,0.259192,-0.648118,0.329006,0.622574,0.289998,1
27.330303163,0.641531,-0.099607,0.259192,-0.648117,0.329007,0.622572,0.290004,1
27.335132505,0.641532,-0.0996091,0.259194,-0.648116,0.329009,0.62257,0.290008,1
27.340395820,0.641532,-0.0996062,0.259192,-0.648115,0.329008,0.622573,0.290007,1
27.345351724,0.641533,-0.0996058,0.259191,-0.648117,0.329005,0.622574,0.290003,1
27.350181591,0.641533,-0.0996048,0.259191,-0.648116,0.329005,0.622574,0.290005,1
27.355411946,0.641533,-0.0996057,0.259191,-0.648114,0.329006,0.622574,0.290007,1
27.360300402,0.641533,-0.0996067,0.259193,-0.648114,0.329007,0.622574,0.290008,1
27.365500754,0.641533,-0.0996067,0.259191,-0.648115,0.329005,0.622576,0.290005,1
27.370174560,0.641535,-0.0996067,0.259193,-0.648115,0.329005,0.622574,0.290006,1
27.375693835,0.641535,-0.0996053,0.259193,-0.648115,0.329005,0.622574,0.290006,1
27.380463883,0.641535,-0.0996055,0.259191,-0.648113,0.329005,0.622577,0.290004,1
27.385157083,0.641535,-0.0996074,0.259191,-0.648113,0.329005,0.622577,0.290006,1
27.390522796,0.641535,-0.0996054,0.259191,-0.648112,0.329006,0.622576,0.290007,1
27.395305257,0.641535,-0.0996084,0.259189,-0.648111,0.329008,0.622577,0.290008,1
27.400542562,0.641535,-0.0996054,0.259192,-0.648112,0.329004,0.622578,0.290006,1
27.405310004,0.641536,-0.0996077,0.259193,-0.648114,0.329003,0.622578,0.290005,1
27.410334396,0.641535,-0.0996077,0.259188,-0.648108,0.329007,0.62258,0.290007,1
27.417177248,0.641535,-0.0996081,0.259191,-0.648109,0.329005,0.622579,0.290008,1
27.422404829,0.641536,-0.0996062,0.25919,-0.648111,0.329003,0.62258,0.290006,1
27.427267500,0.641535,-0.0996081,0.259187,-0.648107,0.329006,0.622582,0.290007,1
27.432476267,0.641535,-0.0996085,0.259189,-0.648108,0.329006,0.622581,0.290007,1
27.437246087,0.641536,-0.099606,0.259188,-0.648109,0.329003,0.622583,0.290004,1
27.442224564,0.641537,-0.099607,0.259191,-0.64811,0.329005,0.62258,0.290007,1
27.447240055,0.641537,-0.0996042,0.259189,-0.648109,0.329004,0.622582,0.290005,1
27.452403000,0.641536,-0.099605,0.259189,-0.64811,0.329002,0.622583,0.290003,1
27.457201807,0.641537,-0.0996081,0.25919,-0.648109,0.329003,0.622582,0.290004,1
27.462589539,0.641536,-0.0996094,0.25919,-0.648109,0.329002,0.622584,0.290002,1
27.467305757,0.641537,-0.0996062,0.25919,-0.648111,0.328998,0.622585,0.289999,1
27.472064662,0.641535,-0.0996078,0.259189,-0.648109,0.329001,0.622587,0.289998,1
27.477145867,0.641537,-0.0996085,0.25919,-0.648112,0.328998,0.622586,0.289998,1
27.482440786,0.641538,-0.0996066,0.259192,-0.648114,0.328995,0.622586,0.289995,1
27.487095324,0.641539,-0.0996064,0.259193,-0.648114,0.328993,0.622586,0.289996,1
27.492555125,0.641539,-0.0996053,0.259191,-0.648116,0.328989,0.622591,0.289989,1
27.497309036,0.641538,-0.0996053,0.25919,-0.648116,0.328984,0.622594,0.289984,1
27.502136056,0.641538,-0.0996084,0.259191,-0.648121,0.328976,0.622597,0.289976,1
27.510770773,0.641539,-0.0996045,0.259192,-0.648132,0.32895,0.622611,0.289951,1
27.515488251,0.641539,-0.0996088,0.259189,-0.648138,0.328939,0.622617,0.289938,1
27.520289290,0.641541,-0.0996072,0.259195,-0.648145,0.328929,0.622618,0.289932,1
27.525545979,0.641539,-0.0996079,0.25919,-0.648142,0.328931,0.622622,0.289929,1
27.530342748,0.641541,-0.0996094,0.259191,-0.648144,0.32893,0.62262,0.28993,1
27.535384020,0.641541,-0.0996072,0.259189,-0.648143,0.328929,0.622623,0.289927,1
27.540534892,0.641541,-0.0996064,0.259193,-0.648146,0.328925,0.622622,0.289926,1
27.545349278,0.641544,-0.0996023,0.259193,-0.648147,0.328925,0.622622,0.289926,1
27.550183822,0.641543,-0.0996093,0.25919,-0.648145,0.328928,0.622622,0.289925,1
27.555404559,0.641543,-0.0996041,0.259191,-0.648146,0.328922,0.622624,0.289924,1
27.560201665,0.641542,-0.0996087,0.259193,-0.648146,0.328928,0.622621,0.289926,1
27.565509100,0.641543,-0.099612,0.259193,-0.648147,0.328927,0.622619,0.289926,1
27.570326862,0.641544,-0.0996083,0.259192,-0.648147,0.328926,0.622621,0.289924,1
27.575172925,0.641543,-0.0996096,0.259193,-0.648147,0.328926,0.62262,0.289926,1
27.580557932,0.641546,-0.0996112,0.259197,-0.64815,0.328925,0.622617,0.289927,1
27.585294256,0.641544,-0.0996105,0.259192,-0.648147,0.328926,0.62262,0.289927,1
27.590167638,0.641545,-0.099609,0.259195,-0.648148,0.328926,0.622618,0.289928,1
27.595410564,0.641546,-0.0996063,0.259196,-0.64815,0.328924,0.622618,0.289927,1
27.600216751,0.641546,-0.0996105,0.259195,-0.648149,0.328925,0.622619,0.289926,1
27.605600889,0.641546,-0.0996095,0.259195,-0.648147,0.328927,0.622617,0.289931,1
27.610443431,0.641545,-0.0996116,0.259196,-0.648147,0.328926,0.622618,0.28993,1
27.615143394,0.641547,-0.0996079,0.259199,-0.64815,0.328924,0.622617,0.289931,1
27.620369072,0.641546,-0.0996093,0.259194,-0.648147,0.328926,0.622618,0.289931,1
27.625270216,0.641546,-0.0996072,0.259192,-0.648148,0.328923,0.622621,0.289927,1
27.632332052,0.641546,-0.0996084,0.259192,-0.648147,0.328924,0.622621,0.289928,1
27.637125977,0.641546,-0.0996078,0.259192,-0.648147,0.328925,0.622621,0.289927,1
27.642410377,0.641547,-0.0996092,0.259194,-0.648149,0.328923,0.62262,0.289927,1
27.647176465,0.641547,-0.0996077,0.259192,-0.648148,0.328923,0.622621,0.289926,1
27.652478766,0.641548,-0.0996076,0.259197,-0.648149,0.328924,0.622617,0.28993,1
27.657290278,0.641547,-0.09961,0.259194,-0.648148,0.328925,0.622619,0.289929,1
27.662099254,0.641547,-0.099608,0.259194,-0.648149,0.328922,0.62262,0.289928,1
27.667589149,0.641547,-0.0996088,0.259193,-0.648148,0.328925,0.622619,0.289929,1
27.672301963,0.641548,-0.0996086,0.259198,-0.648151,0.328921,0.622617,0.289928,1
27.677141940,0.641548,-0.0996058,0.259198,-0.648152,0.32892,0.622618,0.289926,1
27.682297890,0.641549,-0.099605,0.259195,-0.64815,0.328921,0.62262,0.289927,1
27.687497079,0.641547,-0.099609,0.259194,-0.64815,0.328922,0.62262,0.289926,1
27.692306590,0.641548,-0.0996082,0.259194,-0.648149,0.328922,0.62262,0.289926,1
27.697656958,0.641548,-0.099607,0.259196,-0.64815,0.328921,0.622619,0.289926,1
27.702335398,0.641548,-0.0996079,0.259197,-0.648151,0.328921,0.622618,0.289926,1
27.707129477,0.64155,-0.0996078,0.259199,-0.648153,0.328921,0.622616,0.289926,1
27.712363978,0.641548,-0.0996062,0.259195,-0.648151,0.328921,0.62262,0.289925,1
27.718189283,0.641549,-0.0996083,0.259197,-0.648151,0.32892,0.622618,0.289926,1
27.723512702,0.641549,-0.0996074,0.259197,-0.648151,0.328922,0.622618,0.289927,1
27.728169580,0.641548,-0.0996084,0.259195,-0.648152,0.328921,0.622618,0.289925,1
27.733384457,0.641549,-0.0996045,0.259196,-0.648153,0.328918,0.622619,0.289924,1
27.738043341,0.641549,-0.0996095,0.259197,-0.648152,0.328923,0.622617,0.289927,1
27.743362184,0.641549,-0.0996111,0.259197,-0.648151,0.328921,0.622619,0.289925,1
27.748573295,0.641549,-0.0996097,0.259194,-0.648151,0.328922,0.622619,0.289924,1
27.753277905,0.64155,-0.0996081,0.259198,-0.648153,0.32892,0.622617,0.289926,1
27.758783981,0.641551,-0.0996085,0.2592,-0.648154,0.32892,0.622615,0.289927,1
27.763552034,0.64155,-0.0996088,0.259199,-0.648154,0.32892,0.622617,0.289926,1
27.768204598,0.64155,-0.0996067,0.259197,-0.648151,0.328921,0.622618,0.289927,1
27.773449566,0.64155,-0.0996056,0.259199,-0.648154,0.328917,0.622618,0.289924,1
